customer_id,full_name,email,country_code,created_ts,updated_at
c_0459,Avery Smith,avery.alt@mail.com,DE,24/03/2025 14:22,03/07/2025 17:57
c_0464,Ava Kim,ava.new@mail.com,US,16/05/2025 12:32,31/07/2025 12:07
c_0476,Reese Hernandez,reese.alt@example.com,US,27/03/2025 09:12,03/07/2025 12:10
c_0478,Jordan Wilson,jordan.alt@test.org,GB,29/03/2025 11:55,03/07/2025 21:46
c_0483,Alex Brown,alex.new@shop.net,US,12/05/2025 14:52,03/07/2025 21:33
c_0487,Morgan Kim,morgan.new@mail.com,GB,08/04/2025 07:00,15/07/2025 20:19
c_0492,Emery Lopez,emery.alt@example.com,DE,02/04/2025 21:51,03/07/2025 20:42
c_0494,Parker Martinez,parker.alt@shop.net,US,10/05/2025 07:48,31/07/2025 08:52
c_0497,Sophia  Martinez,sophia.2025@mail.com,CA,15/03/2025 10:19,03/07/2025 20:11
c_0544,Jordan Moore,jordan.new@example.com,US,22/03/2025 07:43,11/07/2025 17:04
c_0556,Taylor Anderson,taylor.new@example.com,DE,06/04/2025 17:33,06/07/2025 20:54
c_0566,Skyler Thomas,skyler.new@mail.com,CA,09/04/2025 08:41,03/07/2025 20:20
c_0570,Emery Lee,emery.new@example.com,US,19/06/2025 14:35,31/07/2025 07:33
c_0607,Morgan Johnson,morgan.2025@shop.net,GB,15/05/2025 18:10,31/07/2025 13:23
c_0608,Mia Lee,mia.new@test.org,US,17/05/2025 15:24,31/07/2025 07:37
c_0622,Olivia Hernandez,olivia.2025@shop.net,DE,31/03/2025 20:22,03/07/2025 20:39
c_0624,Isabella Smith,isabella.alt@test.org,US,08/04/2025 09:47,03/07/2025 18:01
c_0652,Aria Davis,aria.new@test.org,DE,26/04/2025 09:53,03/07/2025 19:09
c_0662,Emery Lopez,emery.2025@example.com,US,27/04/2025 09:07,22/07/2025 09:01
c_0664,Parker Patel,parker.alt@test.org,GB,25/04/2025 20:23,03/07/2025 19:15
c_0674,Rowan  Thomas,rowan.alt@mail.com,CA,20/03/2025 18:20,03/07/2025 17:02
c_0708,Alex Lee,alex.alt@mail.com,US,22/03/2025 15:49,05/07/2025 16:17
c_0709,Parker  Johnson,parker.alt@mail.com,US,12/03/2025 19:47,03/07/2025 10:29
c_0725,Olivia Davis,olivia.2025@test.org,DE,30/04/2025 17:31,06/07/2025 20:51
c_0726,Morgan Moore,morgan.new@mail.com,US,29/03/2025 16:54,03/07/2025 08:39
c_0733,Aria Wilson,aria.alt@test.org,US,13/05/2025 13:22,31/07/2025 07:11
c_0734,Emma Jones,emma.alt@mail.com,US,09/06/2025 14:22,31/07/2025 20:14
c_0737,Mason  Smith,mason.2025@shop.net,US,19/04/2025 09:12,03/07/2025 12:10
c_0743,Olivia Patel,olivia.alt@mail.com,US,08/04/2025 21:16,27/07/2025 07:38
c_0745,Parker Lee,parker.new@shop.net,DE,31/03/2025 20:55,03/07/2025 16:03
c_0747,Olivia  Moore,olivia.new@mail.com,DE,07/03/2025 13:09,03/07/2025 14:10
c_0786,Liam Smith,liam.new@shop.net,CA,30/04/2025 18:45,08/07/2025 14:46
c_0787,Olivia Brown,olivia.new@mail.com,GB,18/03/2025 09:38,15/07/2025 10:41
c_0794,Sophia Moore,sophia.alt@test.org,DE,25/03/2025 07:49,03/07/2025 12:19
c_0799,Jordan Lee,jordan.new@mail.com,US,02/04/2025 13:23,26/07/2025 09:09
